Red,Green,Time difference (millis),Unix timestamps
108.9376168368778,36.09430302211293,41,1658405238116
108.9039384936782,35.98890140593153,40,1658405238156
109.06148369952666,36.16440498914933,41,1658405238197
109.24236985100794,36.536534579879806,42,1658405238239
109.48440222713589,37.03970364771879,41,1658405238281
109.55013308384218,37.16318090186792,40,1658405238322
109.61853684917196,37.21520771733905,39,1658405238361
109.86870357782482,37.46534707383283,40,1658405238401
110.0980906912452,37.776792792126514,46,1658405238448
110.17697347159924,37.9638671566081,36,1658405238484
110.28410092263147,38.19014706963633,41,1658405238525
110.43011390982679,38.43894481766525,40,1658405238566
110.62400969304213,38.90061633651743,41,1658405238607
110.61204234105486,39.0115805988283,40,1658405238648
110.71231246561598,39.23968347412592,41,1658405238689
110.800299837588,39.40297092185378,41,1658405238730
110.82834725174592,39.58731977337809,40,1658405238771
111.05335870495219,39.9735060543005,40,1658405238812
111.17571171999106,40.19170144891985,41,1658405238853
111.23110510893838,40.376720614338794,41,1658405238894
111.34338600872309,40.343339119905586,40,1658405238935
110.94456310711217,39.54967088655282,41,1658405238977
110.19859518334624,37.97808666979789,40,1658405239017
109.99678298439306,37.51905491401997,42,1658405239059
109.84971932761107,37.224462221644785,39,1658405239099
109.80195691470374,37.1327830555533,42,1658405239141
109.97627134217635,37.55122317806437,39,1658405239181
110.15045906618116,37.863082546537896,41,1658405239222
110.26614541455342,38.07459277709811,40,1658405239263
110.33907463749603,38.26160797085496,40,1658405239304
110.42534676128179,38.53041549906074,41,1658405239345
110.50598646096472,38.62824117278528,40,1658405239386
110.60445275538859,38.8157913176721,41,1658405239427
110.75094405636378,39.12001825224407,40,1658405239468
110.82784078883617,39.3095848827633,41,1658405239509
110.94417419453197,39.68813996952151,41,1658405239551
111.10153917887669,39.95054255773904,40,1658405239591
111.20467189426051,40.15114532369505,40,1658405239632
111.27788626935,40.32354915945173,42,1658405239674
111.330381417946,40.54604665578483,40,1658405239714
111.47572186768917,40.865159356871025,41,1658405239756
111.6085816362405,41.07603186152144,40,1658405239796
111.71041110248905,41.31979043923731,41,1658405239837
111.53896432544633,41.23370347860301,40,1658405239877
111.1635424221659,40.53109515039594,41,1658405239919
110.70829444919627,39.55723346111463,40,1658405239960
110.2806680580332,38.58210184449083,41,1658405240001
109.95519566142673,37.84937979334756,41,1658405240043
109.69205812685277,37.32611694077379,40,1658405240083
109.55884017229727,36.92978541663636,40,1658405240124
109.7233634342827,37.13234029381546,41,1658405240165
109.91370395048807,37.512636910390555,42,1658405240207
110.4608657485926,38.167622588351286,40,1658405240247
110.55423996366005,38.337538348502555,40,1658405240288
110.68963530781781,38.49778858173124,41,1658405240329
110.72972482329186,38.69638613412976,41,1658405240370
110.82909593457293,38.85931516520396,41,1658405240411
111.04256342836891,39.23903322659393,40,1658405240452
111.14278142178455,39.51850391028679,40,1658405240493
110.99099856828138,39.6225981564811,41,1658405240534
111.10566409301839,39.868231914817,40,1658405240575
111.15332721745142,40.11157054893738,40,1658405240616
111.33114554781702,40.5213214758413,41,1658405240657
111.4639050017986,40.76052535776688,40,1658405240698
111.56499412894323,40.96107066205087,41,1658405240739
111.76095288566813,41.34317862075465,41,1658405240780
111.82001543042838,41.564445864334715,40,1658405240821
111.90470048082034,41.75984205836553,41,1658405240862
111.9071534452259,41.85442261699331,41,1658405240903
111.25045962805837,40.549838513921436,40,1658405240944
110.7701931623111,39.49446265244394,41,1658405240985
110.37243900564084,38.63861820419204,40,1658405241026
109.9492874390582,37.88609173658745,41,1658405241067
109.73223313920937,37.50096609732077,41,1658405241108
109.7019080568233,37.26198187995665,40,1658405241149
109.92718035463162,37.62633264630488,40,1658405241190
110.13007437090107,37.9852706321648,41,1658405241232
110.2597451017333,38.23781785904749,41,1658405241273
110.33443249864905,38.38832951596706,41,1658405241315
110.38517677869214,38.607255371923465,39,1658405241354
110.48216902519431,38.69337885358992,42,1658405241396
110.53385097478395,38.85356497333082,40,1658405241437
110.62798431674383,39.0688461525499,40,1658405241477
110.8260985878403,39.48361030837371,40,1658405241518
110.96499532255069,39.74326867867953,40,1658405241558
111.28626884068706,40.13205387235057,41,1658405241600
111.3908053378126,40.37718627251237,40,1658405241641
111.50067584564374,40.610696431025396,41,1658405241682
111.70155383210391,41.07348351252429,40,1658405241723
111.76986643362835,41.28500331569937,40,1658405241764
111.85665242069024,41.46152607136009,41,1658405241806
112.14662805482129,41.982340063981916,39,1658405241846
112.25861693311242,42.23566025385211,41,1658405241887
112.23236056121522,42.26199167518341,41,1658405241928
111.93794830981113,41.789935907101466,41,1658405241969
111.00445285677745,39.80790293669709,40,1658405242010
110.65367021412231,38.904198996591084,40,1658405242051
110.33465877441199,38.248217356469645,42,1658405242093
109.97858158673296,37.693779744848676,40,1658405242133
109.90827500458454,37.498334574914516,41,1658405242175
110.22773703688034,37.96540850713991,40,1658405242215
110.37207741344719,38.24304357598509,40,1658405242256
110.46144314535644,38.450191566674384,40,1658405242297
110.54102011425266,38.60939044526903,41,1658405242338
110.61737125180122,38.71865158858188,40,1658405242378
110.97943315208136,39.15434002407437,41,1658405242419
111.0929251670508,39.31667730082549,41,1658405242461
111.19173068573559,39.50657129393272,40,1658405242502
111.40750269375502,39.934772714465716,40,1658405242542
111.53139093859323,40.19633260377255,41,1658405242584
111.61935259747975,40.42686704356612,41,1658405242625
111.47569877681008,40.548386534685534,40,1658405242666
111.57291612649146,40.73900032007627,42,1658405242708
111.74994168040666,41.17071662260875,40,1658405242748
111.81146836506161,41.31543314496936,40,1658405242789
111.87701129980059,41.48239988602225,41,1658405242830
111.9532179243763,41.65775010171361,41,1658405242871
111.96497496984784,41.810921323100665,40,1658405242912
111.83923552764503,41.7472223661946,41,1658405242953
111.45803176942275,41.09355333412142,41,1658405242995
111.0252137259298,40.12024606206123,39,1658405243035
110.64446203975581,39.24637921808632,41,1658405243076
110.17798207567796,38.13713095146314,41,1658405243117
110.10955402077525,37.918286597184526,40,1658405243158
110.28844487357799,38.023909370349976,41,1658405243199
110.43221040742975,38.28676299925377,40,1658405243240
110.69770013779384,38.86037729043143,41,1658405243281
110.73843670618322,38.98537018848553,41,1658405243322
110.73359526608493,39.03763147639028,42,1658405243365
110.81900629499086,39.139704295089786,39,1658405243404
110.87904228429073,39.297559541840855,40,1658405243445
111.04983454837145,39.61104407202044,41,1658405243486
111.1293721522967,39.7975780342264,42,1658405243528
111.16176350688932,40.0022889465392,40,1658405243569
111.43472412170837,40.45407018042008,42,1658405243611
111.4624113542996,40.636155214217546,38,1658405243650
111.49856571480541,40.79057014819989,41,1658405243691
111.50644254821361,40.926334850592404,41,1658405243732
111.6124668258505,41.15589779111184,41,1658405243774
111.62933357266519,41.37330418926744,39,1658405243814
111.869853321579,41.72853508104288,41,1658405243855
111.9550719938589,41.9815125067169,41,1658405243897
112.05972183011767,42.21178812022458,40,1658405243937
111.97002314649035,42.03904683017191,40,1658405243978
111.4196971485531,41.10792599167207,41,1658405244019
110.9972284607428,40.01204108728755,40,1658405244060
110.63578722753198,39.15420198213303,41,1658405244102
110.33913366172459,38.47349860770892,41,1658405244143
110.02990281932796,37.70897262448068,39,1658405244183
110.05373701375419,37.70758422556445,41,1658405244224
110.29708982493031,37.982090637625085,41,1658405244265
110.4775103884541,38.35317533790227,42,1658405244307
110.63236216749897,38.618664644945795,40,1658405244347
110.74976573859618,38.91461286993651,40,1658405244388
110.76191780337433,39.039287601481114,41,1658405244429
110.83127632175751,39.15006143700003,40,1658405244470
110.89294078974496,39.33304871961576,41,1658405244511
111.04444561714115,39.6769185964679,41,1658405244552
111.14735214492617,39.88772261974928,41,1658405244594
111.26494364545084,40.16719698437382,40,1658405244634
111.50723513951914,40.682790522564645,40,1658405244675
111.50723513951914,40.682790522564645,40,1658405244716
111.73962622521094,41.23650139258515,40,1658405244757
111.80799538202763,41.47587502215392,41,1658405244798
111.95090413460207,41.70003335541856,41,1658405244839
112.11980313513209,42.111724468626505,40,1658405244880
112.23046698400344,42.346993472339406,41,1658405244921
112.30321398174164,42.54995479774116,41,1658405244962
112.16219975177034,42.52106778417625,41,1658405245004
111.1777731272299,40.7276130408002,39,1658405245044
110.70089769725996,39.59137188543525,42,1658405245086
110.3188351832215,38.70904023411835,40,1658405245127
110.05991450176111,38.05677315802006,40,1658405245168
109.86762153941999,37.66299316364128,40,1658405245208
109.93692483039922,37.61479016100883,40,1658405245249
110.14718243598463,37.97400212365118,40,1658405245290
110.21223867083398,38.25376798621234,40,1658405245331
110.27377402982768,38.37594625512777,42,1658405245373
110.26365763987451,38.559703100430575,39,1658405245413
110.36266960992634,38.67061370642179,41,1658405245454
110.43356750521662,38.79887179749097,40,1658405245495
110.51722848481842,38.94521693182926,40,1658405245536
110.60348727037973,39.18730808875677,41,1658405245577
110.9705399578412,39.72140224453245,40,1658405245618
111.09201798332418,39.97656116395756,41,1658405245659
111.19191164781853,40.3058678654789,41,1658405245701
111.35247627399963,40.531820058043536,40,1658405245741
111.52431391713759,41.04263252555205,41,1658405245782
111.58932746593882,41.22336859092605,40,1658405245823
111.69837486816061,41.44543509807372,40,1658405245864
111.73311342980668,41.597533095980616,41,1658405245905
111.93801385751146,42.04916126864203,40,1658405245946
112.02187492777318,42.20968336917929,42,1658405245988
111.88601812106378,42.168491839666316,40,1658405246028
111.4573931188936,41.50729057151804,41,1658405246069
111.05704324066869,40.46971719662595,40,1658405246110
110.23809381124022,38.66260644327634,41,1658405246151
110.00489120166162,38.05028253367852,40,1658405246191
109.83692949496299,37.79118648300596,42,1658405246234
109.81187299121285,37.70040208076004,41,1658405246275
110.13239827480311,38.19478248002978,40,1658405246315
110.25242398856687,38.47470493132632,40,1658405246356
110.44428640312901,38.671514351878386,40,1658405246397
110.48430162331971,38.81742244360602,42,1658405246439
110.58519121320433,38.98697306532071,39,1658405246479
110.73562805895824,39.238162675789646,41,1658405246520
110.77551636578266,39.41565826013872,40,1658405246561
110.87198589393336,39.63571232072352,41,1658405246603
110.96100062047242,39.83922659189989,40,1658405246643
111.20727512435218,40.354812389375674,40,1658405246684
111.35243289111531,40.60386765241245,40,1658405246724
111.45404968499611,40.85191924383887,42,1658405246766
111.52983217166843,41.1400390299921,40,1658405246807
111.65287413999226,41.45747841781997,40,1658405246848
111.71805435844414,41.64920404812887,41,1658405246890
111.58571151653524,41.66195354663835,40,1658405246930
111.63367005746136,41.78810867579917,40,1658405246971
111.68609822738438,41.958411217534895,41,1658405247012
111.48794984963257,41.75206049180947,41,1658405247054
111.0506340697213,40.888203471561035,40,1658405247094
110.53510793636389,39.81569167458599,41,1658405247135
110.0932161376951,38.26630223786438,41,1658405247176
109.83207873455365,37.77194489930508,41,1658405247217
109.7381718677434,37.465066312270366,40,1658405247258
109.75652808443095,37.49753738708107,41,1658405247300
110.02218761664801,37.97341010962788,40,1658405247340
110.12154596548464,38.173888927450996,40,1658405247381
110.18845588833693,38.293763596499396,41,1658405247422
110.01339882440516,38.2699229813599,40,1658405247462
110.08003847926,38.41597294768879,41,1658405247504
110.15675220763131,38.495187738178934,40,1658405247545
110.18081585173115,38.620822419873114,41,1658405247586
110.31867065392595,38.81483294330377,40,1658405247627
110.44171923015574,39.03616984298502,40,1658405247668
110.56785107624057,39.25522905877893,41,1658405247709
110.76486852040688,39.753226332977455,40,1658405247749
110.83316717130492,39.96571618707817,41,1658405247791
110.91541639607044,40.15963281094601,41,1658405247832
111.01045245929254,40.395715345812214,41,1658405247874
111.11247740758768,40.58001049720496,40,1658405247914
111.2174313055163,40.78960654864633,40,1658405247955
111.37574696226898,41.152866555018925,41,1658405247996
111.47503091273808,41.37645232300206,40,1658405248037
111.382075032675,41.41073139378732,41,1658405248078
110.94284058232853,40.69845236709423,41,1658405248119
110.4345301011528,39.641809138882316,40,1658405248160
110.00512787740786,38.74850510120536,41,1658405248201
109.71118106916845,37.97746125551892,40,1658405248242
109.40406581158254,37.249202332193605,40,1658405248283
109.4434242963955,37.20836885350856,42,1658405248325
109.55371072556687,37.43766051339548,40,1658405248365
109.75406261664796,37.70530360702032,40,1658405248406
109.94630300498818,38.1184513470865,41,1658405248447
110.02298697252041,38.201489144679954,41,1658405248488
110.06321715633055,38.33261470208055,40,1658405248529
110.14632750818976,38.360617701199985,41,1658405248570
110.18785581642209,38.52689839555421,40,1658405248611
110.32046077690558,38.83985028436248,41,1658405248652
110.43731129608415,38.99564280464656,41,1658405248694
110.47537650550521,39.19044152264951,40,1658405248734
110.58988825223037,39.406349703529486,40,1658405248775
110.68198832997768,39.73523727077235,41,1658405248816
110.75364634468559,39.91052606528184,40,1658405248857
110.80954271270087,40.10648490338908,41,1658405248898
110.87924387204635,40.24313693316595,41,1658405248940
110.93643418380577,40.378514584463886,40,1658405248980
111.07451315938675,40.67797073728916,41,1658405249021
111.17047511104619,40.854014415951085,41,1658405249063
111.10790041020766,40.84196776613376,39,1658405249102
110.40009791853845,39.5531799894401,41,1658405249144
110.07407621529586,38.771054121182836,40,1658405249184
109.83753867118662,38.19491658065573,41,1658405249226
109.68301134279756,37.87135240868917,41,1658405249268
109.65117820213686,37.86363837462711,40,1658405249308
109.75663878711578,38.039820107572844,40,1658405249349
109.88927788036472,38.238931756556674,41,1658405249390
109.91803820439117,38.381373352341136,41,1658405249431
109.92486299556413,38.44031687074229,40,1658405249472
109.95087701190675,38.47882732291252,42,1658405249514
109.98951182064741,38.561360387444886,39,1658405249554
110.14341200868131,38.767517285291156,42,1658405249596
110.19717176065785,38.88415429283607,40,1658405249636
110.27081741020277,39.19056930919101,40,1658405249677
110.38131727504026,39.26063748451532,41,1658405249718
110.40281713234987,39.4391375668789,41,1658405249759
110.51496558477004,39.605345003542695,40,1658405249800
110.42082271700872,39.69742495340047,40,1658405249841
110.42743946985922,39.701779614515615,41,1658405249882
110.4476096077534,39.71835445224339,41,1658405249923
110.48849093631452,39.77429764569488,40,1658405249964
110.56291071422754,39.88874441406486,40,1658405250005
109.83800016934305,38.878936526445905,41,1658405250046
109.29940912225368,37.79941493087751,41,1658405250087
109.20567384601213,37.13605069784,40,1658405250128
108.92343853457282,36.605984154700266,41,1658405250169
108.51034588031803,35.669845713695715,40,1658405250209
108.44792164387422,35.58824937664316,43,1658405250253
108.5341508784951,35.696032288799834,39,1658405250292
108.59462742153119,35.910658413962445,40,1658405250333
108.66544422916559,36.08788302868557,41,1658405250375
108.67550863276603,36.25550846244333,42,1658405250417
108.7158802190487,36.2832182581551,39,1658405250456
108.70682181461427,36.28611360790786,41,1658405250497
108.7481455490377,36.36986440710776,41,1658405250539
108.83422934089265,36.544700966009515,40,1658405250579
109.13301483579488,36.94726447199361,41,1658405250620
109.0550454554209,37.05653853164614,41,1658405250661
109.19317597144732,37.186236978011635,40,1658405250702
109.3085254129204,37.47955177088241,40,1658405250742
109.39465295286277,37.55762419413164,41,1658405250784
109.48026706119464,37.7194672615236,40,1658405250825
109.53847268429297,37.8426834980378,42,1658405250867
109.57881905561777,37.94519908854729,41,1658405250908
109.97903906019417,38.62266601822119,39,1658405250948
110.06595707109341,38.86231753847951,41,1658405250989
109.89718665972748,38.649832723457564,41,1658405251031
109.450120172536,37.90946456995938,40,1658405251072
108.56825494790985,36.27647372998754,42,1658405251114
108.34906725679707,35.81411697322922,44,1658405251159
108.06394154958463,35.43778330640267,35,1658405251195
107.97598599369451,35.303685900377886,41,1658405251236
108.03127034524283,35.3638528909722,40,1658405251276
108.35710622889485,35.94394745202603,41,1658405251318
108.44758711842542,36.21109710537853,40,1658405251358
108.64053419190333,36.494167149119235,42,1658405251400
108.69417529929711,36.7230794449599,39,1658405251440
108.98040776242277,37.0464701321522,41,1658405251481
108.98955392209922,37.1147602646465,41,1658405251522
108.95744721101403,37.074469702980174,40,1658405251563
109.03749413979426,37.12471473669937,40,1658405251604
109.12428324854653,37.37911536756543,40,1658405251645
109.2390075974472,37.561029557280975,40,1658405251686
109.2327822559534,37.7103883680736,41,1658405251727
109.29271865735979,37.83365259365627,42,1658405251769
109.25395587626525,37.76489481666884,39,1658405251809
108.96962630693241,37.41446964456874,41,1658405251850
108.90956544922773,37.23912759020291,40,1658405251891
108.91492295568946,37.213984413916236,41,1658405251932
108.95506257622816,37.20918665886331,40,1658405251973
108.64026139732374,36.80149473110519,41,1658405252014
108.32286431985801,36.24474473508105,41,1658405252055
108.0750287954412,35.69629708490334,42,1658405252098
107.8474974551068,35.36610046892709,39,1658405252137
107.37503367973716,34.720811448981685,40,1658405252178
107.22367286786437,34.53037065341916,41,1658405252219
107.37020089532768,34.6829491736162,41,1658405252260
107.53105443012839,35.02563932514937,40,1658405252301
107.76211478149935,35.33466654306778,41,1658405252342
107.584899830562,35.218388590683396,40,1658405252383
107.4095313025594,34.90379436286054,40,1658405252423
107.5414991309724,35.0664744722463,41,1658405252465
107.75149013246062,35.47238920250156,40,1658405252506
107.85227030550107,35.71491463487367,41,1658405252547
108.23425029514658,36.15823632212835,40,1658405252588
108.467522306896,36.61744555593012,42,1658405252630
108.6376547332369,36.96102839889412,40,1658405252671
108.536875604942,36.909434864493186,40,1658405252711
108.54691930148732,36.86058280730043,42,1658405252753
108.73758903837012,36.94259189405536,39,1658405252793
108.73130575028534,36.965466831591776,41,1658405252834
108.9393109436308,37.343851325641914,40,1658405252874
109.04035565806566,37.479599071576104,41,1658405252916
108.95528983095267,37.47100117390671,40,1658405252956
108.69133300251417,37.04323972174528,41,1658405252998
107.89514371406972,35.60799691611365,40,1658405253039
107.69359728199305,35.21399332154842,40,1658405253080
107.52810810570696,34.95072150866646,41,1658405253121
107.42603968941523,34.75475096980978,41,1658405253162
107.45902922344442,34.833762868781896,41,1658405253203
107.75234802358949,35.2638706735724,40,1658405253244
107.83750083891618,35.48508595976834,40,1658405253285
107.87403931214027,35.63308948256666,41,1658405253326
107.949381433273,35.87239270739891,41,1658405253367
108.24601477523282,36.29018313531424,40,1658405253408
108.30391583853367,36.4264646389855,40,1658405253449
108.3116729273413,36.507976996893525,41,1658405253490
108.31776441219984,36.61919819865749,40,1658405253531
108.40355726257246,36.72538612157433,40,1658405253572
108.45933871195916,36.8296173823826,41,1658405253613
108.54354658894113,37.05764875829577,40,1658405253654
108.73187002313159,37.323846946001105,40,1658405253695
108.89240749711638,37.56987297028235,42,1658405253737
109.00247838315829,37.73614544711165,40,1658405253777
109.29412262119456,38.31339506426609,40,1658405253818
109.56762895945371,38.637079872737935,41,1658405253859
109.67237850907031,38.907243219676936,42,1658405253901
109.73626885696353,39.090405514757826,40,1658405253941
109.49549546578362,38.79281460943946,40,1658405253982
108.52072767296187,37.152363882016886,41,1658405254024
108.21040542403722,36.565511993074686,40,1658405254064
107.77723281503643,35.719370320219454,41,1658405254105
107.7401890901429,35.638483457781945,40,1658405254146
107.79551696122996,35.67244150346903,41,1658405254187
107.92180987582685,35.827193855999525,41,1658405254228
107.98061824662318,35.9768054873537,41,1658405254269
107.92186528769736,35.9806356953651,43,1658405254313
107.9786588826505,36.05975537118171,37,1658405254351
108.16181729246966,36.20552583524695,41,1658405254393
108.22331454791845,36.20767676834981,40,1658405254433
108.275903657159,36.294830926505576,41,1658405254474
108.33304414021472,36.51166579756593,40,1658405254515
108.39623959459118,36.63962364627863,41,1658405254557
108.51616103792583,36.768087395769584,40,1658405254597
108.58389402230529,36.964379664661756,41,1658405254639
108.39012060114953,37.05451033599219,40,1658405254679
108.44305265009342,37.1266422316334,41,1658405254721
108.52968152009441,37.30657542431105,40,1658405254761
108.66178214683327,37.418032759426005,41,1658405254802
108.9131471468441,37.83122550528899,40,1658405254843
109.00693461560684,37.99156839412303,41,1658405254884
108.90570054382385,37.86568178279718,40,1658405254925
108.55342685620883,37.28109854567618,41,1658405254966
108.26624519945995,36.59845563383437,41,1658405255008
107.82113977306267,35.632741115862174,40,1658405255048
107.67483703629705,35.3654285244215,41,1658405255090
107.65996151802727,35.269965592293616,40,1658405255130
107.74696232459394,35.358833040235616,42,1658405255172
107.9124635403781,35.66098527808104,39,1658405255212
108.10750908226777,35.96829601896123,41,1658405255253
108.30615079460347,36.28748776866796,40,1658405255294
108.40152035548346,36.4452840165085,41,1658405255335
108.35099134966896,36.43841429610225,40,1658405255376
108.26164610677796,36.33168997833772,41,1658405255417
108.46387594932486,36.51158449132491,40,1658405255458
108.56305186238035,36.639008244089666,41,1658405255499
108.94989721717195,37.44874442080432,40,1658405255540
108.94989721717195,37.44874442080432,40,1658405255581
109.26212419709555,37.925493309530765,41,1658405255622
109.51389179514223,38.36181943334939,41,1658405255663
109.63301289143544,38.714822257963085,40,1658405255704
109.61049619246,38.844845967514786,41,1658405255745
109.77900275994602,39.22017277469222,40,1658405255786
109.80196775415163,39.33901714326307,41,1658405255828
109.81208066907936,39.36977334981477,40,1658405255869
109.71886264127977,39.197374732228305,40,1658405255909
109.21434245927628,38.35684985397339,40,1658405255950
108.31699765876607,36.573622803520124,41,1658405255991
108.05547956333771,36.122682040666284,41,1658405256033
107.75612443859757,35.4971152438553,41,1658405256074
107.7885784762326,35.466425309449725,39,1658405256114
107.7995741625623,35.57384267785566,41,1658405256155
107.89200083064225,35.7343052057184,40,1658405256196
107.99497251786613,35.920760819279245,41,1658405256237
108.29266036658942,36.35870423892644,41,1658405256278
108.36965522546433,36.45455861238632,41,1658405256320
108.45363930918342,36.6064498220002,40,1658405256361
108.58506828791116,36.865720800160695,40,1658405256401
108.78821347072841,37.183108059839334,40,1658405256441
108.83899028979977,37.354756751001595,41,1658405256483
108.96800252570051,37.56031053198617,41,1658405256524
109.03078206992694,37.73302881652376,40,1658405256564
109.13771737423173,37.97205433856373,41,1658405256606
109.24817262392088,38.14248108264613,40,1658405256647
109.33624519403452,38.3228835965101,42,1658405256689
109.43972617695124,38.492064731834034,40,1658405256730
109.49302507131802,38.673076891745666,40,1658405256770
109.45389845967668,38.63562382064768,40,1658405256811
108.90679351119707,37.726960499158146,40,1658405256852
108.64267065840204,37.15504416896554,42,1658405256894
108.4527644196599,36.7812323225875,40,1658405256934
108.3914824333533,36.523290825041485,40,1658405256975
108.41638465350388,36.54968273359974,41,1658405257016
108.55303174297347,36.74451754042368,40,1658405257057
108.66411726522017,36.92364817114931,41,1658405257099
108.7471012981431,37.11516412031218,41,1658405257140
108.81205431036074,37.22079704112273,40,1658405257180
108.81783699947158,37.273760700168054,40,1658405257221
108.86142845821996,37.32784397078453,42,1658405257263
108.91952860100525,37.409042597761015,40,1658405257303
108.9053423683315,37.49359525714668,40,1658405257343
109.01553331263506,37.72731561563659,41,1658405257385
109.0531959681025,37.83403475329408,41,1658405257427
109.12141720202675,37.915911028037506,40,1658405257467
109.18946512177234,38.17486205492006,41,1658405257508
109.26405459845415,38.2674191576674,40,1658405257549
109.33288863079389,38.397705124111845,41,1658405257590
109.43161422389471,38.57857218642242,40,1658405257631
109.43356150123537,38.73531271532936,42,1658405257673
109.07915228267933,38.183885529958715,39,1658405257713
108.73401505579847,37.570209412809504,41,1658405257754
108.5032482165741,36.983741592477024,41,1658405257795
108.37770667991572,36.6552603301582,41,1658405257837
108.46205401399345,36.47086642443949,41,1658405257878
108.54165576618209,36.56379213403117,40,1658405257919
108.63308944168739,36.72682034863037,40,1658405257959
108.74575626291266,36.9501890647983,41,1658405258001
108.87873551394568,37.164215546993454,40,1658405258041
108.99633228329787,37.438214741511345,40,1658405258082
108.9375533603577,37.49870776575887,41,1658405258123
109.06282693078214,37.65629354205934,40,1658405258164
109.0628053169923,37.74903394323528,40,1658405258205
109.12043635949453,37.90855785805163,43,1658405258249
