Red,Green,Time difference (millis),Unix timestamps
106.26625081755333,42.82409650083976,42,1658405793584
106.27707845412374,42.86247318943193,41,1658405793625
106.26870788498451,42.95765978445408,40,1658405793665
106.31823554127658,43.01633679548697,40,1658405793706
106.42697685201767,43.09352905498352,40,1658405793747
106.42794382157575,43.15854113379786,40,1658405793788
106.59704769024745,43.3712306722376,41,1658405793829
106.65059338228752,43.407075454684225,40,1658405793870
106.75459512461532,43.533633373492336,41,1658405793911
106.79505204196397,43.61067808717851,41,1658405793952
106.78779045352746,43.6262760125497,42,1658405793995
106.97376131553449,43.82630661443216,39,1658405794034
107.0073133540397,43.92208299036988,40,1658405794075
107.09828228253826,43.98583395026278,40,1658405794116
107.06081123904863,43.95074448370025,41,1658405794157
106.75878801741527,43.53221709347014,40,1658405794198
106.12595181413417,42.61028119870369,40,1658405794238
105.95814734996088,42.353015931099804,41,1658405794280
105.8857849966389,42.27292954450076,41,1658405794321
105.8492181538744,42.22734208088343,40,1658405794361
106.04391801822368,42.514665977614264,41,1658405794403
106.32027474572095,42.858681611926606,40,1658405794444
106.34665483231987,42.893309916050704,41,1658405794485
106.35573827843552,42.86172270226969,41,1658405794526
106.38472415527855,42.940519345054014,40,1658405794567
106.3883452494016,42.945482896304306,42,1658405794609
106.51422633449386,43.10290378394486,40,1658405794649
106.5680084567768,43.172032984982735,40,1658405794690
106.6269031474344,43.35919249759231,41,1658405794731
106.70735647480512,43.498918531668814,40,1658405794771
106.77430289932681,43.55118929296395,41,1658405794813
106.80853158949992,43.65622162151079,41,1658405794854
106.89864971052305,43.75890054530546,41,1658405794896
106.99340362833613,43.895566592343194,39,1658405794936
107.02894583945056,43.88186809131592,41,1658405794977
107.07166398749263,43.99011178832564,41,1658405795019
107.16664879341204,44.07382313035304,40,1658405795059
107.10440815109115,43.99375284455079,41,1658405795100
106.76558129124726,43.52110710818058,40,1658405795141
106.41083272296589,42.962048611022816,41,1658405795182
106.13553730579463,42.5770811700125,40,1658405795223
105.84494564542155,42.21941915401633,40,1658405795264
105.78365138055625,42.17975218232698,40,1658405795305
105.84134539432995,42.24960229981594,40,1658405795346
105.94686370786292,42.43616784451108,40,1658405795387
106.12735065189963,42.71404197478354,41,1658405795428
106.11213648887883,42.694073906604814,41,1658405795469
105.96510928290235,42.59691258481734,41,1658405795511
105.99143133101609,42.621441607196004,40,1658405795551
106.03200704825213,42.69966273796182,40,1658405795592
106.21547611713521,42.91526016058519,43,1658405795635
106.25698046437572,42.9819871011681,39,1658405795674
106.3208546070129,43.08461014407888,40,1658405795715
106.61299908933177,43.42413794586038,41,1658405795756
106.70016334823447,43.548975364381526,42,1658405795798
106.78830229513085,43.622613251490854,39,1658405795838
106.80287217596538,43.64574393587428,41,1658405795879
106.85016639227257,43.720136635595374,41,1658405795920
106.980579358417,43.9220246556419,40,1658405795961
107.0880796758081,44.05622800608684,41,1658405796002
107.0004903268287,43.9640686040852,41,1658405796043
107.01817677679327,43.99635710163608,40,1658405796084
106.461267834598,43.12045483379153,40,1658405796124
106.14698686170482,42.68689266501441,41,1658405796165
105.9420769261705,42.3830507365888,42,1658405796208
105.87272516726784,42.276025818067666,40,1658405796248
105.80121754371044,42.215166486354995,40,1658405796289
105.86140402724516,42.41159929289469,40,1658405796330
106.04683396940408,42.62111172079685,41,1658405796371
106.10448986539097,42.74401720058306,41,1658405796413
106.11575177196454,42.76185378413848,42,1658405796455
106.16496550033582,42.81358707202104,39,1658405796495
106.14119064685116,42.8264092635701,40,1658405796535
106.2986792346752,42.9714384103514,41,1658405796577
106.386124804818,43.09375236673691,40,1658405796617
106.4023244742566,43.17031898092882,41,1658405796658
106.61559834864408,43.39396518199265,40,1658405796699
106.66079516298709,43.48897276227698,40,1658405796740
106.73660010066993,43.57263971582111,41,1658405796781
106.81038277635264,43.644941951792426,41,1658405796823
106.80271712906745,43.736281913038674,39,1658405796863
106.84787041268163,43.81696574972763,41,1658405796904
106.91793558331057,43.90320552068696,40,1658405796945
106.97728015852738,44.03196503366912,41,1658405796986
107.02653815922395,44.08917716325969,40,1658405797027
107.11122332389027,44.249291137569735,41,1658405797068
106.99806387678552,44.00964139685573,41,1658405797110
106.60562800266877,43.442440021147696,39,1658405797150
106.3054010727954,42.9343907265679,42,1658405797193
105.94418806513244,42.48607074631284,38,1658405797232
105.89947271169171,42.3918664616507,41,1658405797273
105.91500260694721,42.441253369437675,40,1658405797314
106.02788060242727,42.62403386607572,42,1658405797356
105.94144512328609,42.67072772446955,39,1658405797396
106.06479887171537,42.8512851887012,41,1658405797437
106.05195202091312,42.836259110499896,41,1658405797478
106.04903393751573,42.86725315788173,40,1658405797519
106.08842189188681,42.89049425801105,40,1658405797560
106.21568405237332,43.04569167218317,42,1658405797602
106.51622882431832,43.3646176440167,40,1658405797642
106.58117253487507,43.46638849522395,40,1658405797683
106.68549799372215,43.57078756971127,41,1658405797725
106.81070461158384,43.77077932777698,40,1658405797765
106.88060442247843,43.874407417315055,40,1658405797806
106.94266302033145,43.95133477922656,40,1658405797846
106.96637614226881,44.026863291064636,42,1658405797889
106.86069440250992,43.898984204330226,41,1658405797930
106.99546519325321,44.10412656223179,40,1658405797971
107.07452720631557,44.216135201913765,40,1658405798012
107.1787955676607,44.34999386009545,39,1658405798052
107.2005881663585,44.37894968696701,41,1658405798093
106.69345108508412,43.68152542190685,42,1658405798136
106.4115830836252,43.14631837765424,39,1658405798175
106.09805138256365,42.771049528623394,41,1658405798217
105.97268889109529,42.586726916472855,41,1658405798258
105.82822161981215,42.408273898770375,39,1658405798298
105.84330311370138,42.498287764144045,41,1658405798339
105.99437821629738,42.70658507993479,40,1658405798380
106.15133333753806,42.907429208270955,40,1658405798421
106.09955007034148,42.960499692811375,40,1658405798462
106.14908292899884,42.99755461303358,40,1658405798503
106.21982331218481,43.045840181468115,40,1658405798544
106.28536703260227,43.138978823458956,41,1658405798585
106.3510675750698,43.28308755238553,41,1658405798627
106.3961460839231,43.37102519723071,40,1658405798667
106.52034821565178,43.49085962546524,41,1658405798708
106.53768972967237,43.494307128283154,41,1658405798749
106.60147614317759,43.62032712791706,40,1658405798790
106.6269876233078,43.67988872141066,41,1658405798831
106.69583973846159,43.7292191551473,48,1658405798880
106.68795985423344,43.77240075488456,33,1658405798913
106.76828362602487,43.80585614276522,41,1658405798954
106.74566917636201,43.818266559321565,41,1658405798996
106.7324663762131,43.85880090869652,42,1658405799038
106.68390530935596,43.83580276729405,38,1658405799076
106.53502558050013,43.62694229534875,41,1658405799118
106.25792732571705,43.20305966221147,40,1658405799158
105.75121538979147,42.44860860761818,42,1658405799201
105.55223410291177,42.20586704753087,39,1658405799241
105.5386391206477,42.22058427192006,40,1658405799282
105.57923140834288,42.35464661096478,40,1658405799323
105.86868195454036,42.736013153160144,40,1658405799364
105.96218158113112,42.82448290942455,41,1658405799405
105.91172561222572,42.80403118510819,40,1658405799445
105.8638346698346,42.72940946357459,41,1658405799487
105.87351789353238,42.746255915446156,41,1658405799528
105.88145117474033,42.74503984191328,45,1658405799574
105.90846495805829,42.83887576177462,36,1658405799610
105.94832377667444,42.884711457484336,40,1658405799651
105.99278713685851,42.94558838838231,41,1658405799693
106.07974839025758,43.05385510023746,40,1658405799733
106.08563598763152,43.098050277973414,40,1658405799773
106.1219162025161,43.20301002208054,42,1658405799815
106.19770407161212,43.22324921852514,41,1658405799857
106.29004702847351,43.362396192353366,40,1658405799897
106.3690644555495,43.45574895054362,41,1658405799938
106.43318698654537,43.56030317105265,40,1658405799979
106.5068318348134,43.659317843943526,41,1658405800020
106.66585614310435,43.82824541291052,41,1658405800061
106.15541876192248,43.07430788266714,40,1658405800101
105.87043030261475,42.59344156414391,41,1658405800143
105.68979462830521,42.37790975750307,41,1658405800185
105.58070607171845,42.21475296797641,40,1658405800225
105.52876859111461,42.23311343889064,41,1658405800267
105.51763609600562,42.24869322553178,40,1658405800307
105.63561707370036,42.41347822019337,40,1658405800348
105.66872162571235,42.49485798018743,41,1658405800390
105.64035951660526,42.44496956570367,41,1658405800432
105.64949648516512,42.46062609299751,39,1658405800471
105.66417407856216,42.52614432343948,40,1658405800512
105.7247483492273,42.550158169926206,42,1658405800554
106.00551614299854,42.82599745509991,40,1658405800594
106.10992146842744,42.95027366882502,41,1658405800636
106.14511083323566,43.00245590684294,40,1658405800676
106.14493259305254,43.079214662103695,40,1658405800717
106.21011867035384,43.1566948257044,40,1658405800758
106.2852093329796,43.27823992448847,41,1658405800799
106.15769874005241,43.18608528119656,40,1658405800840
106.17948333954553,43.21251354935221,41,1658405800881
106.20278964614693,43.26115268579156,41,1658405800922
106.22263811903468,43.31937310598527,40,1658405800963
106.29795941883799,43.377434816106735,41,1658405801004
106.07812631330734,43.084352128331304,40,1658405801045
105.74396033974676,42.56559100814355,41,1658405801086
105.35515785018003,42.05281778447878,41,1658405801127
105.03164269346752,41.628742963883155,40,1658405801168
104.96405099050429,41.564433975062755,41,1658405801209
104.97012745828886,41.63173265526478,40,1658405801250
105.02010962267354,41.75971830705231,41,1658405801291
105.12251065091215,41.81345792564495,40,1658405801332
105.26273553978456,41.95542997070097,41,1658405801373
105.19836774585059,41.94036725585268,40,1658405801414
105.2120408456546,41.898694032533484,41,1658405801455
105.13829185309999,41.88066831606974,41,1658405801497
105.12605904416728,41.92630138977152,40,1658405801537
105.17355141762584,41.97360066239822,40,1658405801578
105.19688686520425,42.019078338704375,41,1658405801620
105.05310372496405,41.990843111597506,40,1658405801660
105.21670713809823,42.1200745766484,40,1658405801700
105.26417317860927,42.235236144829855,42,1658405801743
105.35161289668457,42.27170649197234,41,1658405801784
105.37010446879856,42.30704370601562,40,1658405801824
105.37656268785753,42.348793507765926,41,1658405801866
105.48206047202018,42.51340789258731,40,1658405801906
105.52747398037434,42.572890015583596,40,1658405801947
105.55664802265358,42.59171947727506,42,1658405801989
105.41348308936267,42.43863278591563,39,1658405802029
104.82324138215404,41.5666477162274,41,1658405802070
104.63649639483071,41.3449422296288,40,1658405802111
104.50507673641408,41.157137128289065,40,1658405802152
104.49223211413113,41.128982422036074,42,1658405802194
104.52537920061667,41.209503579288025,40,1658405802234
104.67004110180551,41.38615585163298,41,1658405802275
104.75625404300627,41.54331041379159,40,1658405802316
104.80834475195212,41.58501954736486,41,1658405802357
104.82718795302833,41.63689223939703,40,1658405802397
104.80897707975248,41.62670873672582,41,1658405802439
104.87179775596371,41.659442677941044,40,1658405802480
104.91591166043276,41.71507826538189,41,1658405802521
104.9360330211507,41.803860657929874,42,1658405802563
105.04440338039132,41.94680531478184,40,1658405802603
105.10904736831253,42.06475438101151,40,1658405802644
105.16711266216782,42.13613438357366,40,1658405802685
105.17964131993728,42.19191762769499,41,1658405802726
105.34010132167612,42.331706591721314,41,1658405802768
105.3588937381453,42.37134464934253,40,1658405802809
105.42121205888066,42.4060036815606,41,1658405802850
105.42183968617348,42.4904370699103,41,1658405802891
105.53942092540387,42.658868194881826,39,1658405802930
105.70901985464303,42.72302482119189,41,1658405802971
105.53784590575003,42.4512638362567,42,1658405803014
105.19806970579475,41.98725018573133,40,1658405803054
104.9723371478587,41.60548290690095,40,1658405803095
104.75357256245007,41.33425926215187,41,1658405803136
104.73357572076259,41.30018455712602,41,1658405803178
104.72302333346624,41.3115628003331,40,1658405803219
104.5651101723434,41.274392777413155,40,1658405803259
104.67843751763286,41.48317630061919,40,1658405803300
104.83994761690843,41.617992615537126,41,1658405803342
104.84468943249124,41.623120632783746,40,1658405803382
104.84468943249124,41.623120632783746,41,1658405803423
104.9369201682091,41.784021649027984,40,1658405803464
105.07874731709592,41.98364106490911,40,1658405803505
105.23737468003185,42.1668843465325,41,1658405803546
105.3514884478464,42.246681284511624,41,1658405803587
105.49814614889334,42.48379303923737,40,1658405803628
105.55829031904318,42.58351363123628,41,1658405803669
105.6253173554731,42.66030594575821,40,1658405803710
105.71031257731318,42.731352038147925,42,1658405803752
105.78788724525975,42.86389607625004,39,1658405803792
105.82137546713454,42.90691060583333,41,1658405803833
105.92182008659626,42.967521335669986,40,1658405803874
105.96108337850052,43.090314423462836,41,1658405803915
105.98988956485954,43.158136226567606,40,1658405803955
105.95176945729384,43.09871066054576,41,1658405803997
105.38698054948804,42.19572858039336,40,1658405804038
105.11032533534944,41.85310649737548,41,1658405804079
105.01818890750735,41.69170198911887,40,1658405804120
104.91331149675932,41.61367484270515,41,1658405804161
104.98836537694666,41.68415866987014,41,1658405804203
105.08493341162313,41.83987067736441,40,1658405804243
105.2170039713219,41.96898035764035,40,1658405804284
105.26162397654946,42.113433492974714,41,1658405804325
105.37610883624899,42.18685224241756,40,1658405804366
105.44449145234631,42.217589444985066,41,1658405804407
105.43535618128618,42.286724377799885,41,1658405804448
105.50493287687345,42.34423670877495,41,1658405804490
105.66308895881889,42.56748626847271,39,1658405804530
105.73337833945601,42.66720059120308,41,1658405804571
105.77466376043594,42.76904605776831,41,1658405804613
105.82206166393223,42.903541685160484,40,1658405804653
105.88754540489606,42.91832277166361,40,1658405804694
105.93234124478067,43.031779643378265,40,1658405804735
106.05511833499082,43.1345108679232,40,1658405804775
106.10844337410856,43.239743409974366,42,1658405804818
106.2392634394098,43.37354285209087,40,1658405804858
106.29226078444697,43.46713724138454,40,1658405804899
106.32372910949562,43.531506323501176,40,1658405804939
106.22383133519372,43.363296724248244,41,1658405804981
105.94288443350035,42.94070592495208,41,1658405805023
105.61241898897924,42.455355115832035,41,1658405805064
105.24999718349329,41.895455526227444,39,1658405805104
105.08846859517013,41.71762360368591,41,1658405805146
105.03058746375774,41.68504792995233,40,1658405805186
105.17688055909116,41.84068348085853,40,1658405805226
105.28296428448385,42.01936387036003,41,1658405805268
105.34734927619911,42.11664961914333,41,1658405805310
105.37766959093722,42.155061671429884,40,1658405805350
105.39397656670474,42.15006318874139,41,1658405805392
105.37960504986836,42.175350958090505,40,1658405805432
105.46061806995567,42.25366056653086,41,1658405805473
105.52150852317118,42.36609044447874,40,1658405805513
105.6094969907528,42.45523751705191,41,1658405805555
105.66255392020031,42.54384349696666,41,1658405805596
105.72616757597854,42.61652364314934,40,1658405805637
105.86908593268487,42.817179148602236,40,1658405805678
105.90245047715814,42.934432318468794,41,1658405805720
105.94464957380075,42.983518678116845,39,1658405805760
106.00433348009278,43.0523519391497,41,1658405805801
106.03594868328815,43.083314224209126,41,1658405805842
106.04771046961946,43.11527798225265,40,1658405805883
106.09517762066014,43.2103859205319,41,1658405805924
105.97999065391787,43.00540706694296,40,1658405805965
105.64144974308954,42.484891556797976,41,1658405806006
105.31457979015022,42.02297975539681,40,1658405806047
105.07808250113118,41.724166015912715,41,1658405806089
104.96714615947303,41.541717999497045,43,1658405806132
104.77169675812138,41.35861780269265,37,1658405806170
104.66750494295911,41.34545009500878,41,1658405806211
104.75157527634724,41.50522520320903,40,1658405806252
104.85786570403582,41.6155063814241,41,1658405806293
104.9233928614542,41.67986568515468,40,1658405806334
104.92792596731033,41.66895997315279,41,1658405806376
104.88840348422161,41.717675321559064,40,1658405806416
104.95544092911217,41.76476826251328,41,1658405806458
105.02278226612623,41.85082188283188,40,1658405806498
105.08803817794194,41.99377794472301,40,1658405806538
105.1550435744719,42.068700475362014,41,1658405806579
105.22567069617696,42.188494693568664,41,1658405806621
105.33661786304111,42.27859621928078,40,1658405806661
105.36804786718619,42.33404434222512,41,1658405806703
105.48227188974374,42.45633273017212,41,1658405806744
105.52730320396802,42.50939141500092,41,1658405806785
105.53887537456217,42.51362575398185,41,1658405806827
105.62240550358842,42.57940910386312,39,1658405806866
105.65894278490055,42.6772603366958,41,1658405806908
105.65426868958718,42.715463874766755,40,1658405806949
105.56447358010894,42.507555423092384,42,1658405806991
105.06471657349749,41.78250486386832,40,1658405807031
104.9090948423543,41.56401512585294,40,1658405807071
104.86587745679685,41.52207583047879,41,1658405807113
104.86543791050605,41.52105698169218,41,1658405807155
104.94443550572606,41.64853213442245,40,1658405807195
105.21701687042088,41.977232225568216,40,1658405807236
105.24367301808263,42.082397547488355,41,1658405807277
105.26804975220438,42.09956518388479,40,1658405807318
105.2820256926043,42.10609305617592,41,1658405807360
105.36490460668733,42.21735779255243,40,1658405807400
105.43704907408613,42.28278960038526,40,1658405807441
105.50258354811484,42.34768965367045,40,1658405807482
105.53647964804316,42.448913576997725,41,1658405807523
105.56925635813002,42.432330089751126,40,1658405807564
105.68893731295628,42.65074068794054,41,1658405807605
105.78427833034118,42.72999921802763,41,1658405807647
105.85211197957358,42.81914757441233,39,1658405807687
105.94002604878762,42.93139234844935,44,1658405807731
106.02420195811305,43.03030828794529,37,1658405807768
106.20741549530368,43.197292106557754,42,1658405807811
106.26452630941458,43.30158389060304,39,1658405807850
106.3159618848581,43.344219692114365,42,1658405807893
106.12798388100924,43.10095048339005,40,1658405807933
105.82810623730438,42.657773525001886,40,1658405807974
105.53861797887532,42.22631028555401,41,1658405808015
105.3697977828877,42.0302902444236,41,1658405808057
105.1352704402567,41.799827267959316,40,1658405808098
105.13982093209074,41.87904341480569,41,1658405808139
105.30014751191169,42.057199638107946,39,1658405808179
105.44442139674322,42.24969361267378,40,1658405808219
105.5461934219885,42.401607487276515,41,1658405808261
105.56565782251005,42.387711313425946,40,1658405808301
105.7138105318362,42.512508070785046,42,1658405808344
105.75072453160402,42.54679227454603,40,1658405808384
105.85831952580418,42.66932039974864,41,1658405808425
105.92912504299704,42.82579831937365,41,1658405808466
106.0117795514152,42.8886278090472,40,1658405808507
106.08947492664737,42.968962228982434,41,1658405808548
106.09156031895361,43.01757567308717,40,1658405808589
106.03075397573019,43.023407614271406,41,1658405808630
106.0865334878784,43.07286991721373,41,1658405808672
106.10361514609212,43.08627341092464,42,1658405808714
106.10240483591423,43.1114812938656,38,1658405808753
106.14860498483034,43.15806764444556,40,1658405808793
106.19665473059194,43.27342671621373,41,1658405808835
106.17965572087923,43.25000950949585,42,1658405808877
105.98626711978989,42.976079364099974,40,1658405808917
105.64836162115228,42.439978796263695,40,1658405808958
105.05248690049712,41.7329423633618,41,1658405808999
104.94942128179065,41.562806389032275,40,1658405809040
104.84331817112752,41.46371927526252,40,1658405809081
104.80793450126464,41.46708450567333,41,1658405809122
105.05329471267157,41.822447824335335,41,1658405809164
105.14037551501451,41.950015434439244,39,1658405809204
105.16595141298706,41.99412901227698,41,1658405809245
105.18895568705136,42.001878320618836,41,1658405809286
105.21359098944362,42.06177745961384,40,1658405809327
105.26620550929874,42.1090772692076,41,1658405809368
105.2736202670751,42.16442690285371,42,1658405809410
105.33817744819743,42.27779272490236,40,1658405809450
105.38847017161362,42.337795608162736,40,1658405809491
105.4799087948254,42.455109742852876,40,1658405809532
105.60781182452666,42.597155002836516,41,1658405809573
105.67117561248341,42.69922182151527,40,1658405809614
105.76001532293594,42.75439762026831,40,1658405809655
106.01195176320238,42.985801005406394,40,1658405809696
106.14658339050442,43.09462148817401,40,1658405809736
106.19345852342883,43.17379957827826,41,1658405809778
106.26769630841625,43.24720984169014,40,1658405809819
106.08514911751718,43.04335719233497,41,1658405809860
105.76586539559679,42.52924397969516,41,1658405809901
105.3338731341745,42.05405225016869,41,1658405809942
105.14387677196453,41.78996953544226,40,1658405809983
105.03909763173363,41.69111215405709,41,1658405810024
104.95966558577368,41.603321654076545,40,1658405810065
105.03182048774329,41.7336550247043,40,1658405810105
105.15320275877951,41.915091654470224,42,1658405810148
105.25936614763731,42.05169135913249,40,1658405810188
105.17009307832456,41.94850578122464,42,1658405810231
105.21606604338649,41.990111042792535,38,1658405810270
105.26465080538662,42.04804750906157,42,1658405810312
105.30349295866534,42.1426221871274,39,1658405810352
105.38639145740558,42.22277140466906,41,1658405810393
105.54338930504645,42.44419131453384,41,1658405810435
105.9246842375859,42.75176759882822,41,1658405810476
106.01125498771938,42.85141408728505,39,1658405810516
106.13047064959915,43.014390022372325,41,1658405810557
106.17334875935353,43.091906796682075,41,1658405810598
106.20456496568107,43.11766106146785,40,1658405810639
106.24088888457112,43.19080287231221,41,1658405810680
106.27410305281387,43.24770407593818,40,1658405810721
106.20167920395335,43.21248432069584,41,1658405810762
106.20953008758909,43.2318568873033,40,1658405810803
106.00793464978744,42.98062528699985,41,1658405810844
105.66843732943624,42.46529597309836,40,1658405810884
105.15809892747586,41.78713445079991,41,1658405810926
105.03424631046437,41.66166341149277,41,1658405810967
104.9803603277158,41.57863770051546,41,1658405811008
104.9758658564242,41.611650660169516,40,1658405811049
105.04385036882474,41.72815859963179,42,1658405811091
105.21281034811562,42.019811222837355,40,1658405811131
105.2592791526418,42.0391907926458,40,1658405811172
105.24181424131052,42.0015331582985,40,1658405811213
105.24485883251896,42.04208518045257,41,1658405811255
105.28762217148937,42.11427346151626,40,1658405811295
105.32746053092745,42.16782198002125,41,1658405811336
105.40208627699997,42.24976706031456,41,1658405811378
105.45163550672976,42.29417618322255,39,1658405811418
105.48176709144172,42.36885894186216,40,1658405811459
105.48581800598924,42.40655527071671,40,1658405811500
105.41980951686298,42.360187948199375,41,1658405811541
105.37978727575103,42.38652802632679,40,1658405811581
105.3561333804808,42.357724775538536,42,1658405811624
105.32873712667208,42.379440499983595,39,1658405811663
105.3534662940848,42.406882327739496,43,1658405811707
105.36579127121638,42.47113293126734,39,1658405811747
105.39677036470675,42.46162521699676,40,1658405811787
105.02847550690336,41.98847660745633,40,1658405811828
104.84150261210146,41.61110629237307,40,1658405811869
104.61512785333224,41.36013411230875,40,1658405811910
104.49633475053872,41.204973686168806,41,1658405811951
104.49981768866593,41.1693858893025,40,1658405811992
104.51961768684839,41.27247671299002,41,1658405812033
104.7447707785359,41.51172616540828,40,1658405812074
104.87997942553028,41.66013003591776,42,1658405812116
104.92362912588055,41.78630740714162,41,1658405812157
104.96846672880207,41.79966032576261,39,1658405812197
105.00400232082052,41.841522375683155,47,1658405812244
105.00559397671759,41.89395466862512,35,1658405812279
105.06610067495791,41.9610360438472,40,1658405812320
105.0990958467479,42.023364044697814,40,1658405812361
105.16892397473185,42.104024316662276,46,1658405812407
105.30373994894342,42.24604013990293,35,1658405812443
105.38001358135409,42.35458010863809,40,1658405812484
105.46500303623901,42.42347782752894,40,1658405812525
105.54950372480135,42.53159193583426,41,1658405812566
105.42163178077556,42.468151302728565,40,1658405812607
105.46702452002057,42.5356955193976,40,1658405812647
105.52204263267492,42.61785798501739,42,1658405812690
105.63891130858985,42.73588526592391,40,1658405812730
105.64167042280019,42.73730192300698,41,1658405812771
105.46530551909171,42.52339259356803,41,1658405812813
105.1930308501415,42.057723004058246,39,1658405812852
105.02973953823397,41.83186702260594,41,1658405812894
104.80913521477066,41.49243207186657,42,1658405812936
104.81599569955438,41.47648816109026,39,1658405812976
104.84649867862231,41.51743708247475,42,1658405813018
104.95564304517484,41.703812533102365,40,1658405813058
105.2070903651055,42.03971853222598,40,1658405813099
105.23483224491247,42.07587398430141,40,1658405813140
105.2953717331099,42.10624387316644,41,1658405813182
105.2820788423852,42.15100071721197,41,1658405813223
105.39076269042107,42.2824060964714,40,1658405813264
105.45624600344951,42.319255368126676,40,1658405813304
105.50928705249214,42.381050321550056,41,1658405813345
105.5443418811227,42.47814563547732,40,1658405813386
105.64479791276028,42.55125496462136,41,1658405813427
105.75995975643895,42.7147012649783,40,1658405813468
105.82781907094477,42.78804101841829,41,1658405813509
